# SCM estimates of absolute mRNA and protein levels, scaled to (average) molecules per haploid cell, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YER048W-A	ISD11	4.6190	4321.439	0.298	0.246	8	5
YER049W	TPA1	7.3558	3762.355	0.259	0.244	10	7
YER050C	RSM18	5.5565	1210.749	0.270	0.298	11	3
YER051W	JHD1	1.6310	402.285	0.270	0.307	10	3
YER052C	HOM3	11.9072	15930.736	0.263	0.221	12	8
YER053C	PIC2	3.5033	642.274	0.268	0.350	12	1
YER053C-A		1.0086	1216.718	0.285	0.218	4	2
YER054C	GIP2	0.7218	90.148	0.259	0.336	9	1
YER055C	HIS1	22.0063	11278.160	0.226	0.313	12	7
YER056C	FCY2	19.2339	15177.428	0.226	0.249	12	4
YER056C-A	RPL34A	39.4940	38663.155	0.237	0.203	11	5
YER057C	HMF1	8.1221	2492.448	0.238	0.257	11	7
YER058W	PET117	2.1393	366.115	0.253	0.360	10	2
YER059W	PCL6	3.0854	1005.833	0.241	0.240	11	4
YER060W	FCY21	2.0967	287.201	0.249	0.308	10	3
YER060W-A	FCY22	1.2975	160.264	0.276	0.404	10	0
YER061C	CEM1	2.5163	868.361	0.293	0.284	10	4
YER062C	GPP2	10.1427	6915.826	0.264	0.225	11	9
YER063W	THO1	5.4908	3279.209	0.268	0.325	11	6
YER064C	VHR2	5.3987	1019.440	0.276	0.305	11	1
YER065C	ICL1	1.9228	1160.631	0.279	0.333	10	3
YER066W	RRT13	1.1517	123.393	0.288	0.447	11	0
YER067W	RGI1	4.3614	5325.796	0.238	0.206	10	7
YER068W	MOT2	4.3872	3212.041	0.236	0.229	10	6
YER069W	ARG5,6	1.9876	849.453	0.227	0.278	10	6
YER070W	RNR1	15.3856	96046.033	0.259	0.214	10	6
YER071C	TDA2	2.3191	636.127	0.290	0.296	9	3
YER072W	VTC1	17.3247	17181.758	0.238	0.231	10	6
YER073W	ALD5	7.2330	8769.922	0.248	0.214	11	8
YER074W	RPS24A	33.7443	31800.986	0.270	0.255	10	3
YER074W-A	YOS1	1.6485	289.421	0.284	0.378	6	1
YER075C	PTP3	1.7256	395.411	0.294	0.263	10	4
YER076C		1.3973	154.421	0.280	0.404	10	0
YER077C		1.7910	454.485	0.275	0.329	11	4
YER078C	ICP55	2.6926	1176.773	0.277	0.266	11	4
YER078W-A		0.0961	3.062	0.366	0.524	2	0
YER079W		4.1810	1279.058	0.249	0.297	11	4
YER080W	AIM9	6.9951	4979.157	0.252	0.241	12	7
YER081W	SER3	4.0866	2076.777	0.265	0.212	10	6
YER082C	UTP7	4.1518	1957.966	0.276	0.281	10	6
YER083C	GET2	7.6398	3277.320	0.263	0.220	12	5
YER085C		0.2403	12.209	0.353	0.454	5	0
YER086W	ILV1	10.5354	7454.463	0.221	0.216	12	8
YER087C-B	SBH1	2.5052	562.790	0.283	0.411	6	3
YER087W	AIM10	1.7987	421.252	0.237	0.314	9	3
YER088C	DOT6	8.0693	3437.174	0.236	0.226	12	5
YER089C	PTC2	8.2624	5575.413	0.210	0.245	11	8
YER090W	TRP2	8.4418	8525.174	0.251	0.223	11	9
YER091C	MET6	22.4277	114241.232	0.256	0.247	11	11
YER092W	IES5	4.9077	1930.139	0.282	0.240	10	4
YER093C	TSC11	2.0068	263.862	0.257	0.378	10	2
YER093C-A	AIM11	1.9617	584.508	0.259	0.322	9	3
YER094C	PUP3	12.2301	3614.820	0.232	0.295	11	6
YER095W	RAD51	4.7393	4298.734	0.230	0.234	12	4
YER096W	SHC1	0.3792	30.020	0.255	0.387	7	1
YER098W	UBP9	1.0758	157.790	0.274	0.299	10	3
YER099C	PRS2	4.7722	2828.731	0.237	0.235	12	7
YER100W	UBC6	5.0880	1542.078	0.230	0.259	11	6
YER101C	AST2	1.4493	415.413	0.238	0.294	10	3
YER102W	RPS8B	53.1483	59202.173	0.278	0.237	11	4
YER103W	SSA4	5.3988	4392.951	0.248	0.232	11	7
YER104W	RTT105	1.0520	146.057	0.280	0.330	10	1
YER105C	NUP157	4.7531	2738.159	0.247	0.218	11	5
YER106W	MAM1	0.5335	61.035	0.312	0.456	8	1
YER107C	GLE2	6.1166	2484.877	0.260	0.231	12	7
YER109C	FLO8	0.9463	86.448	0.272	0.465	9	0
YER110C	KAP123	13.5159	29444.613	0.262	0.235	10	9
YER111C	SWI4	2.1749	483.154	0.247	0.282	10	4
YER112W	LSM4	5.3558	2918.979	0.259	0.203	9	4
YER113C	TMN3	3.0457	1103.023	0.265	0.268	10	3
YER114C	BOI2	3.5044	1525.787	0.283	0.241	11	5
YER115C	SPR6	2.0843	271.572	0.290	0.381	10	0
YER116C	SLX8	1.2744	150.073	0.298	0.436	11	0
YER117W	RPL23B	33.5521	8872.297	0.272	0.376	11	2
YER118C	SHO1	5.5626	2684.746	0.263	0.219	11	4
YER119C	AVT6	2.1715	282.704	0.292	0.387	12	0
YER120W	SCS2	13.9350	9279.691	0.231	0.197	10	7
YER121W		0.7008	67.334	0.325	0.416	9	0
YER122C	GLO3	6.6126	4626.155	0.270	0.243	9	7
YER123W	YCK3	2.9708	1366.572	0.261	0.237	10	6
YER124C	DSE1	7.1169	1831.117	0.271	0.278	11	2
YER125W	RSP5	4.8938	1269.447	0.269	0.303	11	4
YER126C	NSA2	11.7369	22781.107	0.225	0.220	11	7
YER127W	LCP5	5.4254	1551.426	0.256	0.278	11	4
YER128W	VFA1	2.2885	1458.858	0.237	0.260	11	4
YER129W	SAK1	2.0698	493.255	0.208	0.264	10	3
YER130C	COM2	2.0360	232.690	0.275	0.437	11	0
YER131W	RPS26B	50.4586	97902.335	0.245	0.230	12	5
YER132C	PMD1	2.9109	1124.499	0.269	0.260	11	3
YER133W	GLC7	13.9232	18263.407	0.249	0.204	10	8
YER134C		4.7828	3206.992	0.239	0.254	10	6
YER136W	GDI1	13.6656	11660.097	0.234	0.221	12	9
YER137C		1.5495	201.811	0.268	0.341	10	1
YER137C-A		NA	NA	NA	NA	0	0
YER138C		3.8821	429.165	0.265	0.373	7	0
YER138W-A		1.2312	134.502	0.303	0.362	4	0
YER139C	RTR1	2.2694	1055.346	0.245	0.295	10	4
YER140W	EMP65	1.6803	211.375	0.283	0.423	11	0
YER141W	COX15	6.2299	3424.067	0.282	0.271	11	5
YER142C	MAG1	1.7880	307.579	0.283	0.363	11	2
YER143W	DDI1	3.7513	1796.672	0.209	0.220	10	7
YER144C	UBP5	1.9831	379.958	0.276	0.289	9	3
YER145C	FTR1	9.7734	9506.805	0.229	0.240	11	6
YER146W	LSM5	7.6728	1887.305	0.252	0.365	10	4
YER147C	SCC4	1.6324	463.835	0.276	0.321	10	4
YER148W	SPT15	10.3790	4778.342	0.212	0.232	12	5
YER149C	PEA2	2.6271	1629.050	0.277	0.239	9	5
YER150W	SPI1	2.2130	248.736	0.270	0.368	11	0
YER151C	UBP3	3.7793	3401.635	0.265	0.216	7	8
YER152C		5.6818	1725.929	0.253	0.247	12	4
YER153C	PET122	1.2367	203.502	0.276	0.300	9	1
YER154W	OXA1	7.1737	5239.641	0.260	0.252	11	5
YER155C	BEM2	6.0231	3107.928	0.222	0.213	12	7
YER156C		10.4227	5680.614	0.228	0.232	12	9
YER157W	COG3	2.6237	1734.116	0.223	0.221	9	5
YER158C		1.2612	241.964	0.289	0.365	10	2
YER159C	BUR6	9.0255	5177.572	0.246	0.230	11	7
YER159C-A		NA	NA	NA	NA	0	0
YER160C		3.8737	493.869	0.294	0.394	7	0
YER161C	SPT2	3.7660	1664.062	0.232	0.233	11	5
YER162C	RAD4	1.6037	457.185	0.223	0.234	11	4
YER163C	GCG1	4.0832	1250.443	0.256	0.288	12	4
YER164W	CHD1	5.1510	2437.663	0.238	0.235	12	7
YER165W	PAB1	29.6671	123136.989	0.267	0.236	11	11
YER166W	DNF1	3.6616	1576.843	0.241	0.244	10	3
YER167W	BCK2	3.1979	574.129	0.257	0.373	11	2
YER168C	CCA1	3.8290	3726.304	0.268	0.244	10	6
YER169W	RPH1	2.9188	928.946	0.260	0.285	10	4
YER170W	ADK2	1.8433	409.548	0.261	0.314	10	3
YER171W	RAD3	3.2151	2012.368	0.276	0.316	10	5
YER172C	BRR2	2.8511	1466.114	0.245	0.238	9	5
YER173W	RAD24	1.8413	361.766	0.254	0.323	12	1
YER174C	GRX4	3.8446	1617.122	0.260	0.219	10	5
YER175C	TMT1	2.0891	646.360	0.264	0.294	10	4
YER175W-A		0.2133	10.236	0.391	0.469	4	0
YER176W	ECM32	3.5137	1579.215	0.224	0.214	11	5
YER177W	BMH1	67.1999	134540.584	0.234	0.221	11	10
YER178W	PDA1	28.5115	25616.548	0.269	0.240	12	9
YER179W	DMC1	0.5995	53.392	0.288	0.432	10	0
YER180C	ISC10	1.3993	138.732	0.282	0.382	10	0
YER180C-A	SLO1	0.3368	31.162	0.374	0.444	4	1
YER182W	FMP10	2.6807	957.938	0.287	0.308	9	4
YER183C	FAU1	2.8585	611.714	0.304	0.296	10	4
YER184C	TOG1	0.7491	62.559	0.312	0.410	9	0
YER185W	PUG1	0.5003	48.139	0.297	0.444	9	1
YER186C		2.4980	312.003	0.250	0.356	11	0
YER187W		1.5185	173.019	0.299	0.402	8	1
YER188C-A		0.1759	7.936	0.337	0.441	2	0
YER189W		0.3420	24.905	0.322	0.427	4	0
YER190C-B		NA	NA	NA	NA	0	0
YER190W	YRF1-2	1.0653	99.641	0.322	0.440	5	0
YFL001W	DEG1	3.4206	1929.285	0.274	0.228	11	5
YFL002C	SPB4	4.7490	2535.134	0.213	0.245	13	5
YFL002W-A		0.0992	3.495	0.366	0.502	1	0
YFL002W-B		NA	NA	NA	NA	0	0
YFL003C	MSH4	0.8768	91.283	0.345	0.389	8	0
YFL004W	VTC2	9.2095	5138.202	0.263	0.219	12	8
YFL005W	SEC4	10.1507	3545.435	0.225	0.308	13	5
YFL007W	BLM10	3.2115	1412.788	0.270	0.212	10	6
YFL008W	SMC1	2.7718	2128.111	0.251	0.251	11	5
YFL009W	CDC4	3.2948	598.569	0.256	0.307	13	2
YFL010C	WWM1	10.2693	4476.307	0.271	0.259	11	7
YFL010W-A	AUA1	0.4522	36.792	0.325	0.376	3	0
YFL011W	HXT10	0.2721	22.054	0.367	0.479	7	1
YFL012W		0.3541	25.641	0.323	0.391	7	0
YFL013C	IES1	3.4138	1500.308	0.257	0.242	11	5
YFL014W	HSP12	4.7078	2898.578	0.225	0.243	12	7
YFL016C	MDJ1	6.2901	4133.368	0.254	0.245	12	8
YFL017C	GNA1	4.6257	1675.337	0.306	0.306	10	6
YFL017W-A	SMX2	3.3067	1835.913	0.252	0.244	5	3
YFL018C	LPD1	14.0978	18959.581	0.199	0.244	13	9
YFL020C	PAU5	0.5381	41.439	0.322	0.477	10	0
YFL021W	GAT1	3.7931	1216.567	0.260	0.270	13	4
YFL022C	FRS2	15.4117	7530.280	0.272	0.372	12	8
YFL023W	BUD27	2.9283	1395.416	0.217	0.223	11	5
YFL024C	EPL1	2.4237	624.271	0.257	0.311	11	4
YFL025C	BST1	2.0783	267.189	0.330	0.407	11	1
YFL026W	STE2	14.4748	8589.727	0.249	0.231	13	4
YFL027C	GYP8	2.4234	493.240	0.240	0.299	11	3
YFL028C	CAF16	5.1753	1816.789	0.236	0.287	13	7
YFL029C	CAK1	1.8598	346.492	0.278	0.322	10	3
YFL030W	AGX1	1.0827	231.667	0.280	0.318	9	4
YFL031W	HAC1	14.5628	4158.963	0.222	0.305	12	1
YFL033C	RIM15	2.3352	431.258	0.309	0.353	12	4
YFL034C-A	RPL22B	8.6835	19155.758	0.271	0.230	6	8
YFL034C-B	MOB2	1.7781	804.139	0.272	0.257	7	5
YFL034W		2.2617	737.529	0.247	0.300	12	3
YFL036W	RPO41	5.1718	7814.212	0.274	0.268	12	6
YFL037W	TUB2	15.9036	8721.133	0.290	0.311	12	8
YFL038C	YPT1	16.1671	5400.001	0.236	0.340	13	6
YFL039C	ACT1	77.2862	79760.961	0.274	0.364	13	7
YFL040W		0.3702	25.721	0.314	0.449	7	0
YFL041W	FET5	4.6398	3062.587	0.230	0.230	13	6
YFL041W-A		0.3487	22.070	0.371	0.453	4	0
YFL042C		1.6949	251.218	0.280	0.397	11	3
YFL044C	OTU1	3.1443	1120.494	0.281	0.287	12	4
YFL045C	SEC53	18.6730	8082.639	0.281	0.305	12	8
YFL046W	FMP32	3.0727	452.957	0.249	0.337	12	2
YFL047W	RGD2	3.1557	1372.326	0.269	0.218	11	5
YFL048C	EMP47	7.0729	5398.450	0.239	0.190	12	8
YFL049W	SWP82	3.0857	1340.311	0.217	0.275	12	4
YFL050C	ALR2	1.3304	433.470	0.286	0.322	11	2
YFL051C		0.5102	39.521	0.262	0.415	8	0
YFL052W		0.3721	24.678	0.322	0.432	7	0
YFL053W	DAK2	0.5471	54.938	0.322	0.374	10	1
YFL054C		0.8930	84.221	0.310	0.398	11	0
YFL055W	AGP3	0.7629	61.726	0.308	0.424	8	0
YFL056C	AAD6	0.6730	62.334	0.308	0.385	8	0
YFL057C	NA	1.9485	210.868	0.291	0.406	11	0
YFL058W	THI5	0.2680	14.173	0.309	0.419	7	0
YFL059W	SNZ3	0.9504	124.244	0.295	0.424	11	1
YFL060C	SNO3	0.5481	77.069	0.277	0.337	8	1
YFL061W	DDI2	0.1321	5.256	0.314	0.413	4	0
YFL062W	COS4	1.3561	161.705	0.275	0.405	8	1
YFL064C		0.6354	45.586	0.314	0.440	7	0
YFL065C		0.2753	16.045	0.336	0.485	5	0
YFL066C		1.3873	166.664	0.331	0.416	8	0
YFL067W		0.5874	41.793	0.340	0.445	6	0
YFL068W		0.3340	22.518	0.333	0.452	3	0
YFR001W	LOC1	5.1487	2767.669	0.252	0.208	11	6
YFR002W	NIC96	5.5477	5290.117	0.240	0.260	12	7
YFR003C	YPI1	3.4579	708.094	0.259	0.279	11	2
YFR004W	RPN11	12.8059	13037.186	0.246	0.251	13	6
YFR005C	SAD1	2.1571	289.528	0.288	0.303	10	3
YFR006W		5.7676	2045.814	0.254	0.298	13	7
YFR007W	YFH7	1.4933	265.197	0.276	0.392	11	4
YFR008W	FAR7	1.0569	232.789	0.281	0.352	10	3
YFR009W	GCN20	10.2634	13609.837	0.271	0.237	13	7
YFR010W	UBP6	7.5038	2846.157	0.224	0.245	13	8
YFR011C	MIC19	6.0408	3548.543	0.226	0.239	11	6
YFR012W	DCV1	0.3339	24.551	0.305	0.436	7	0
YFR012W-A		0.1850	9.953	0.353	0.468	2	0
YFR013W	IOC3	3.0591	1357.123	0.240	0.244	11	6
YFR014C	CMK1	3.6685	1126.903	0.248	0.287	12	5
YFR015C	GSY1	2.7626	1922.940	0.273	0.245	13	8
YFR016C		3.2159	1706.651	0.256	0.237	11	6
YFR017C	IGD1	2.8219	893.376	0.241	0.243	12	4
YFR018C		3.3700	1103.714	0.282	0.301	12	2
YFR019W	FAB1	1.3531	206.842	0.246	0.273	10	5
YFR021W	ATG18	2.1537	1031.582	0.281	0.221	11	6
YFR022W	ROG3	1.1575	118.491	0.276	0.377	10	0
YFR023W	PES4	0.3696	25.381	0.313	0.435	8	1
YFR024C-A	LSB3	6.3525	4705.693	0.257	0.225	10	6
YFR025C	HIS2	3.5067	1379.608	0.254	0.277	12	5
YFR026C	ULI1	1.2135	276.403	0.254	0.285	11	1
YFR027W	ECO1	0.5449	40.972	0.276	0.361	9	0
YFR028C	CDC14	4.0685	2079.116	0.245	0.243	12	6
YFR029W	PTR3	1.6139	236.410	0.264	0.377	11	1
YFR030W	MET10	3.3608	1184.497	0.206	0.224	12	7
YFR031C	SMC2	2.9118	1112.669	0.267	0.273	12	4
YFR031C-A	RPL2A	45.6322	43222.152	0.207	0.234	10	3
YFR032C	RRT5	0.4689	33.837	0.363	0.481	7	0
YFR032C-A	RPL29	37.9979	67367.409	0.272	0.229	9	6
YFR032C-B		0.3351	21.110	0.368	0.480	3	0
YFR033C	QCR6	11.5380	5385.239	0.227	0.190	13	5
YFR034C	PHO4	2.9269	568.312	0.267	0.374	12	2
YFR035C		0.7786	75.447	0.289	0.428	9	0
YFR036W	CDC26	2.0971	242.601	0.288	0.453	11	0
YFR037C	RSC8	8.2328	5736.519	0.229	0.227	12	8
YFR038W	IRC5	2.0496	377.721	0.252	0.331	10	2
YFR039C	OSW7	2.7855	1082.471	0.248	0.276	10	6
YFR040W	SAP155	4.6949	3151.425	0.269	0.212	12	7
YFR041C	ERJ5	3.4060	1580.179	0.238	0.268	12	4
YFR042W	KEG1	2.0927	300.863	0.268	0.319	11	1
YFR043C	IRC6	1.6822	256.402	0.281	0.366	11	2
YFR044C	DUG1	18.6688	17661.967	0.263	0.235	13	10
YFR045W		1.3035	218.896	0.297	0.387	9	3
YFR046C	CNN1	1.2627	327.303	0.262	0.307	8	2
YFR047C	BNA6	5.6249	1674.320	0.233	0.231	13	7
YFR048W	RMD8	3.1553	1100.945	0.265	0.226	12	4
YFR049W	YMR31	3.9184	2036.374	0.243	0.237	11	6
YFR050C	PRE4	16.4210	19784.367	0.252	0.195	13	7
YFR051C	RET2	13.3902	14173.426	0.256	0.229	13	6
YFR052W	RPN12	9.8401	11677.955	0.249	0.191	12	7
YFR053C	HXK1	12.8416	10741.919	0.254	0.228	12	9
YFR055W	IRC7	4.0800	1014.572	0.259	0.309	11	1
YFR057W		0.1611	7.922	0.360	0.513	6	0
YGL001C	ERG26	8.7451	5824.077	0.238	0.210	13	6
YGL002W	ERP6	3.4722	515.721	0.298	0.358	12	1
YGL003C	CDH1	1.3285	184.181	0.315	0.363	10	1
YGL004C	RPN14	2.4001	1001.233	0.265	0.207	11	5
YGL005C	COG7	3.1765	923.107	0.251	0.283	12	3
YGL006W	PMC1	2.9925	396.596	0.230	0.327	13	5
YGL006W-A		0.1396	7.240	0.347	0.452	3	0
YGL007C-A		0.2656	18.697	0.318	0.373	4	0
YGL008C	PMA1	83.3905	185661.062	0.262	0.234	13	5
YGL009C	LEU1	23.5178	58329.774	0.251	0.267	11	9
YGL010W	MPO1	2.1868	582.853	0.293	0.214	11	2
YGL011C	SCL1	18.0952	22954.478	0.251	0.234	13	9
YGL012W	ERG4	15.2431	7105.819	0.211	0.237	13	6
YGL013C	PDR1	3.5970	1026.384	0.230	0.296	12	4
YGL014W	PUF4	6.0642	2655.897	0.256	0.232	12	7
YGL015C		0.4259	29.820	0.314	0.460	8	0
YGL016W	KAP122	3.4202	2422.762	0.252	0.276	10	7
YGL017W	ATE1	2.2301	823.638	0.257	0.297	11	4
YGL018C	JAC1	1.4474	662.382	0.277	0.309	10	5
YGL019W	CKB1	7.2695	4427.579	0.241	0.242	13	6
YGL020C	GET1	6.4900	4460.460	0.241	0.221	11	5
YGL021W	ALK1	2.9160	858.777	0.280	0.271	10	4
YGL022W	STT3	9.6522	5912.041	0.268	0.225	13	6
YGL023C	PIB2	3.0619	647.653	0.289	0.355	10	4
YGL025C	PGD1	2.1999	567.612	0.263	0.298	11	3
YGL026C	TRP5	19.5645	25146.368	0.235	0.232	13	10
YGL027C	CWH41	4.0056	1647.441	0.237	0.287	12	5
YGL028C	SCW11	7.3611	4144.337	0.270	0.248	10	4
YGL029W	CGR1	5.4691	3309.800	0.241	0.217	11	4
YGL030W	RPL30	37.2743	30914.960	0.251	0.289	11	8
YGL031C	RPL24A	66.4538	119407.049	0.278	0.232	11	7
YGL032C	AGA2	6.6873	1501.352	0.265	0.302	11	2
YGL033W	HOP2	0.1737	7.943	0.293	0.471	7	0
YGL035C	MIG1	4.2612	1449.979	0.255	0.208	11	5
YGL036W		2.7629	554.957	0.243	0.292	10	3
YGL037C	PNC1	21.5700	14869.679	0.254	0.225	13	8
YGL038C	OCH1	4.2703	2854.792	0.222	0.244	12	4
YGL039W		4.9274	2025.179	0.263	0.251	12	7
YGL040C	HEM2	10.5538	9670.605	0.243	0.222	13	8
YGL041C-B		0.2922	18.178	0.347	0.453	4	0
YGL041W-A		0.6995	139.425	0.364	0.411	3	3
YGL043W	DST1	4.8820	3991.341	0.256	0.233	10	6
YGL044C	RNA15	3.8928	1590.065	0.243	0.291	11	4
YGL045W	RIM8	1.4267	320.753	0.265	0.293	11	3
YGL047W	ALG13	2.7575	849.305	0.269	0.327	11	4
YGL048C	RPT6	13.8902	13061.882	0.253	0.231	13	7
YGL049C	TIF4632	5.2966	4843.059	0.273	0.202	12	8
YGL050W	TYW3	3.2456	1297.540	0.262	0.273	11	4
YGL051W	MST27	0.7553	59.925	0.310	0.442	10	0
YGL053W	PRM8	2.0917	417.745	0.260	0.279	11	1
YGL054C	ERV14	15.3160	11427.986	0.241	0.239	12	4
YGL055W	OLE1	22.7102	12939.662	0.267	0.290	13	7
YGL056C	SDS23	4.6180	4609.828	0.238	0.243	11	6
YGL057C	GEP7	1.1549	188.784	0.269	0.356	10	2
YGL058W	RAD6	5.8737	4058.148	0.253	0.236	12	5
YGL059W	PKP2	1.4360	285.800	0.252	0.322	12	3
YGL060W	YBP2	2.8666	1026.596	0.285	0.275	11	3
YGL061C	DUO1	2.2599	1127.478	0.265	0.242	11	5
YGL062W	PYC1	7.6048	11520.365	0.235	0.191	13	9
YGL063W	PUS2	1.2436	135.561	0.267	0.403	10	0
YGL064C	MRH4	1.7380	489.515	0.272	0.336	11	4
YGL065C	ALG2	3.1478	1272.649	0.255	0.247	11	5
YGL066W	SGF73	1.9659	500.084	0.276	0.310	11	5
YGL067W	NPY1	4.2166	1250.476	0.240	0.226	13	5
YGL068W	MNP1	8.8192	6648.412	0.235	0.247	12	7
YGL070C	RPB9	6.5049	4390.208	0.202	0.237	13	5
YGL071W	AFT1	3.1398	813.326	0.274	0.293	11	1
YGL073W	HSF1	2.8413	555.930	0.266	0.338	10	3
YGL075C	MPS2	1.0884	545.032	0.291	0.263	8	3
YGL076C	RPL7A	58.5744	94480.578	0.237	0.237	12	6
YGL077C	HNM1	6.2327	3866.920	0.247	0.261	13	3
YGL078C	DBP3	13.5846	16716.230	0.262	0.243	13	7
YGL079W	KXD1	3.3001	744.837	0.267	0.294	12	2
YGL080W	MPC1	6.4908	1561.490	0.237	0.259	13	5
YGL081W		0.4616	33.009	0.287	0.437	10	0
YGL082W		5.5969	3210.896	0.263	0.227	11	6
YGL083W	SCY1	2.8744	1059.170	0.286	0.259	12	4
YGL084C	GUP1	3.9830	1544.516	0.259	0.222	12	4
YGL085W	LCL3	1.4596	251.514	0.244	0.330	10	1
YGL086W	MAD1	3.1930	931.467	0.241	0.280	12	5
YGL087C	MMS2	6.7228	3099.401	0.240	0.257	13	6
YGL089C	MF(ALPHA)2	1.9330	224.075	0.297	0.412	9	0
YGL090W	LIF1	1.2138	323.219	0.261	0.314	9	2
YGL091C	NBP35	4.2730	870.446	0.220	0.344	12	2
YGL092W	NUP145	4.6059	3619.263	0.305	0.226	11	7
YGL093W	SPC105	1.8643	427.607	0.296	0.355	10	2
YGL094C	PAN2	2.8867	878.604	0.271	0.340	11	5
YGL095C	VPS45	3.3223	1661.948	0.233	0.249	11	5
YGL096W	TOS8	1.3454	149.669	0.288	0.438	12	0
YGL097W	SRM1	8.7622	9140.351	0.263	0.235	12	8
YGL098W	USE1	3.3599	1175.866	0.241	0.235	12	4
YGL099W	LSG1	6.4969	7689.403	0.273	0.255	12	9
YGL100W	SEH1	6.2176	1487.975	0.258	0.272	13	4
YGL101W		5.3129	2462.890	0.250	0.234	13	5
YGL103W	RPL28	73.8023	41866.855	0.273	0.358	12	7
YGL104C	VPS73	1.3309	128.217	0.309	0.385	12	0
YGL105W	ARC1	39.5573	57143.161	0.219	0.244	13	9
YGL106W	MLC1	11.8973	5261.453	0.271	0.327	12	5
YGL107C	RMD9	4.7815	3183.149	0.258	0.240	10	6
YGL108C		2.7241	952.806	0.278	0.291	10	3
YGL110C	CUE3	2.5875	1612.798	0.235	0.225	11	4
YGL111W	NSA1	6.0044	2636.087	0.265	0.254	13	6
YGL112C	TAF6	4.9014	2444.377	0.270	0.224	12	5
YGL113W	SLD3	1.3412	178.539	0.289	0.318	11	1
YGL114W		2.6308	408.289	0.292	0.360	12	1
YGL115W	SNF4	7.4580	5110.184	0.296	0.205	13	5
YGL116W	CDC20	2.2748	678.071	0.257	0.272	11	3
YGL117W		2.4718	390.857	0.248	0.284	12	3
YGL119W	COQ8	3.1277	1062.001	0.277	0.263	12	5
YGL120C	PRP43	8.7055	9327.928	0.287	0.234	10	7
YGL121C	GPG1	1.8461	323.684	0.299	0.376	11	1
YGL122C	NAB2	10.1049	10899.486	0.255	0.237	12	6
YGL123W	RPS2	84.0220	55743.518	0.284	0.362	13	7
YGL124C	MON1	2.0784	386.860	0.298	0.386	11	3
YGL125W	MET13	2.9608	1731.243	0.269	0.334	13	6
YGL126W	SCS3	6.1580	1713.520	0.276	0.222	13	4
YGL127C	SOH1	3.8486	969.098	0.244	0.247	12	2
YGL128C	CWC23	1.3334	181.338	0.271	0.364	10	1
YGL129C	RSM23	4.7133	2288.653	0.240	0.235	11	6
YGL130W	CEG1	3.9733	1261.596	0.268	0.228	11	6
YGL131C	SNT2	1.1986	146.006	0.284	0.433	10	1
YGL133W	ITC1	2.6398	1159.944	0.265	0.227	10	5
YGL134W	PCL10	1.6517	230.625	0.250	0.321	11	1
YGL135W	RPL1B	44.1236	100083.829	0.272	0.226	11	4
YGL136C	MRM2	1.8066	247.524	0.281	0.424	11	1
YGL137W	SEC27	13.9505	25183.351	0.210	0.246	13	8
YGL138C		0.2682	18.658	0.299	0.374	8	0
YGL139W	FLC3	3.2516	890.016	0.239	0.237	11	3
YGL140C		3.4062	1099.873	0.222	0.226	12	5
YGL141W	HUL5	2.7127	799.945	0.246	0.337	11	3
YGL142C	GPI10	2.4920	402.114	0.251	0.338	12	2
YGL143C	MRF1	1.7986	329.270	0.246	0.280	11	2
YGL144C	ROG1	0.8190	77.725	0.297	0.387	11	1
YGL145W	TIP20	3.9966	2051.364	0.250	0.218	11	5
YGL146C	RRT6	0.4868	36.909	0.286	0.397	10	0
YGL147C	RPL9A	50.2487	83431.686	0.256	0.239	12	9
YGL148W	ARO2	19.7980	12204.604	0.243	0.230	13	9
YGL150C	INO80	4.4853	2229.895	0.254	0.240	12	6
YGL151W	NUT1	3.9412	1753.312	0.243	0.252	11	7
YGL153W	PEX14	3.5524	1489.947	0.250	0.237	12	8
YGL154C	LYS5	1.4878	258.029	0.281	0.286	11	1
YGL155W	CDC43	3.3099	1038.950	0.310	0.317	10	2
YGL156W	AMS1	1.7360	342.889	0.238	0.316	13	5
YGL157W	ARI1	8.7315	5203.364	0.235	0.212	13	8
YGL158W	RCK1	0.4228	43.524	0.353	0.460	7	1
YGL159W		2.6003	432.294	0.253	0.301	10	4
YGL160W	AIM14	2.1771	409.239	0.242	0.331	11	2
YGL161C	YIP5	6.6590	1551.629	0.276	0.289	13	3
YGL162W	SUT1	2.3076	503.022	0.273	0.297	12	2
YGL163C	RAD54	1.5117	140.483	0.255	0.342	12	0
