# scer_aggregation_psup_long.txt 
# Generated:  Tue Feb 19 18:22:52 2019 
#
# Citation: 
#    Reversible, specific, active aggregates of endogenous proteins assemble upon heat stress. Edward W.J. Wallace, Jamie L. Kear-Scott, Evgeny V. Pilipenko, Michael H. Schwartz, Pawel R. Laskowski, Alexandra E. Rojek, Christopher D. Katanski, Joshua A. Riback, Michael F. Dion, Alexander M. Franks, Edoardo M. Airoldi, Tao Pan, Bogdan A. Budnik, D. Allan Drummond. Cell 162(6), 2015. http://drummondlab.org/endogenous-aggregates 
# 
# Columns:
#   orf: systematic orf name
#   gene: gene name from SGD
#   experiment: experiment id; temperature, time, and replicate
#   n.detections: number of peptide detection events
#   n.peptides: number of unique peptides detected
#   intensity.t: summed intensity for total (light) channel
#   intensity.s: summed intensity for supernatant (medium) channel
#   intensity.p: summed intensity for pellet (heavy) channel
#   psup: normalized proportion in supernatant
#   psup.lo: normalized 2.5% percentile of psup
#   psup.hi: normalized 97.5% percentile of psup
# 
orf	gene	experiment	n.detections	n.peptides	intensity.t	intensity.s	intensity.p	psup	psup.lo	psup.hi
YJL001W	PRE3	37C.8min	4	4	50997600	15084310	5506690	0.6102	0.281	0.8882
YJL001W	PRE3	42C.8min	5	3	119750100	27747810	4276320	0.7962	0.5125	0.9401
YJL001W	PRE3	46C.2min	8	4	118136540	88966320	7510367	0.9291	0.8347	0.9693
YJL001W	PRE3	46C.4min	7	6	45180850	36553190	11572930	0.8209	0.7127	0.8958
YJL001W	PRE3	46C.8min	4	3	6968671	13287579	2825938	0.8235	0.7073	0.9019
YJL002C	OST1	30C.rep1	7	4	18464600	3425218	38212500	0.0684	0.0409	0.112
YJL002C	OST1	30C.rep2	2	2	220173200	244513793	75329799.9999999	0.0508	0.0164	0.1481
YJL002C	OST1	30C.rep3	3	4	115890820	1127926	635146	0.0223	0.0061	0.085
YJL002C	OST1	37C.8min	2	3	2187510	4187265	352927	0.7298	0.299	0.9533
YJL002C	OST1	42C.8min	2	2	3404900	1331901	388930	0.2813	0.07	0.7205
YJL002C	OST1	46C.2min	4	1	21286200	4752489	7519690	0.1125	0.0449	0.264
YJL002C	OST1	46C.4min	7	5	131816000	25230460	148949000	0.0743	0.0443	0.1226
YJL002C	OST1	46C.8min	1	1	288330	274220	1649900	0.1923	0.0636	0.459
YJL005W	CYR1	30C.rep1	4	3	5840770	9110700	1381530	0.7904	0.6208	0.8975
YJL005W	CYR1	42C.8min	1	1	263450	601200	243860	0.6992	0.2192	0.9565
YJL005W	CYR1	46C.2min	3	2	26030700	22584400	4197250	0.7907	0.4834	0.9396
YJL005W	CYR1	46C.4min	4	3	9173600	7675800	3684490	0.6886	0.4917	0.8398
YJL006C	CTK2	30C.rep3	0	1	NA	NA	NA	0.0394	0	0.6931
YJL006C	CTK2	46C.4min	2	3	6717800	6158200	1835130	0.6255	0.382	0.8249
YJL008C	CCT8	30C.rep1	41	24	513189480	697768080	128993090	0.7598	0.7055	0.8073
YJL008C	CCT8	30C.rep2	24	12	558552096.8	396846377	155409422	0.6928	0.6063	0.7687
YJL008C	CCT8	30C.rep3	18	11	71550379	49408129	4323907.6	0.8706	0.7378	0.9469
YJL008C	CCT8	37C.8min	30	20	701742090	269182634	66132417	0.8008	0.6865	0.8858
YJL008C	CCT8	42C.8min	20	12	203749670	118839740	24532600	0.7682	0.6401	0.8604
YJL008C	CCT8	46C.2min	15	10	479465400	388760600	59021000	0.7746	0.6443	0.8701
YJL008C	CCT8	46C.4min	27	16	717937700	603885200	250568150	0.7119	0.6402	0.7757
YJL008C	CCT8	46C.8min	13	10	51419506	109237790	33979132	0.7247	0.637	0.7996
YJL010C	NOP9	30C.rep1	7	6	24349140	28677960	16819810	0.5249	0.3726	0.6704
YJL010C	NOP9	30C.rep2	2	2	2638650	2757220	3865680	0.4576	0.2108	0.7258
YJL010C	NOP9	30C.rep3	1	1	288130	189040	64798	0.7008	0.1524	0.982
YJL010C	NOP9	42C.8min	2	2	3633100	6223240	2951870	0.5983	0.2287	0.8954
YJL010C	NOP9	46C.2min	3	3	24684800	15541500	10163400	0.4191	0.1687	0.7428
YJL010C	NOP9	46C.4min	9	8	65942860	28239530	44979280	0.3866	0.2805	0.516
YJL010C	NOP9	46C.8min	2	2	292360	62375	714810	0.0916	0.0373	0.207
YJL011C	RPC17	30C.rep1	2	3	3893930	5882300	1286360	0.6798	0.386	0.8885
YJL011C	RPC17	30C.rep3	2	1	1894720	1058990	416100	0.6449	0.2043	0.9439
YJL011C	RPC17	42C.8min	1	1	1847800	960870	301960	0.6482	0.146	0.9636
YJL011C	RPC17	46C.2min	1	1	11993000	14160000	3045300	0.6946	0.262	0.951
YJL011C	RPC17	46C.4min	4	3	17276000	27900000	11525600	0.6877	0.4899	0.833
YJL011C	RPC17	46C.8min	1	1	101110	235080	159830	0.567	0.2603	0.8303
YJL012C	VTC4	30C.rep1	13	10	95850499.9999999	121665630	95703110	0.1583	0.1086	0.2221
YJL012C	VTC4	30C.rep2	3	3	9071700	5913679	19973900	0.1541	0.0689	0.3185
YJL012C	VTC4	30C.rep3	1	1	160320	505840	11812	0.9769	0.6903	0.9991
YJL012C	VTC4	37C.8min	3	3	16763100	2825480	13005600	0.142	0.0433	0.409
YJL012C	VTC4	42C.8min	1	1	3645100	917310	6485100	0.1224	0.0169	0.564
YJL012C	VTC4	46C.2min	3	4	26257120	2103841.9	11298771	0.0256	0.0096	0.0676
YJL012C	VTC4	46C.4min	12	9	99595200	25675290	128047200	0.1109	0.076	0.1582
YJL012C	VTC4	46C.8min	6	4	1337615	819538	4289220	0.1335	0.0809	0.2131
YJL014W	CCT3	30C.rep1	51	23	544831240	772869250	150893200	0.7732	0.7249	0.8142
YJL014W	CCT3	30C.rep2	14	12	564904200	257778910	142971700	0.6373	0.5152	0.7428
YJL014W	CCT3	30C.rep3	18	11	49275350	33576063	3514721.4	0.8664	0.7389	0.9386
YJL014W	CCT3	37C.8min	23	13	422532100	170563700	41609504	0.7768	0.6493	0.8736
YJL014W	CCT3	42C.8min	19	13	344083020	161951210	37029086	0.6672	0.5076	0.8049
YJL014W	CCT3	46C.2min	16	9	509245500	360752600	52968210	0.8406	0.732	0.9118
YJL014W	CCT3	46C.4min	40	21	856861510	674960410	300687690	0.7118	0.6525	0.7626
YJL014W	CCT3	46C.8min	19	15	46126860.7	110734801	40935978	0.6792	0.6019	0.7457
YJL016W	YJL016W	30C.rep1	1	1	15520000	15919000	1321300	0.8531	0.5077	0.9685
YJL020C	BBC1	30C.rep1	25	21	49698849	137235290	9182556.2	0.8657	0.8211	0.9021
YJL020C	BBC1	30C.rep2	4	4	30097780	66563800	8208290	0.8832	0.7709	0.946
YJL020C	BBC1	30C.rep3	4	4	542453	842890	160272.7	0.9119	0.689	0.9827
YJL020C	BBC1	37C.8min	4	3	8390820	10324510	387990	0.9402	0.7812	0.9878
YJL020C	BBC1	42C.8min	8	7	12423368	30122734	3742683	0.8975	0.782	0.9561
YJL020C	BBC1	46C.2min	15	9	138521210	164639960	15806882	0.85	0.7456	0.9149
YJL020C	BBC1	46C.4min	24	15	136410300	138272553	36300760	0.8577	0.8085	0.8953
YJL020C	BBC1	46C.8min	7	8	1869490	5548875	872248.5	0.8669	0.7922	0.9159
YJL023C	PET130	46C.4min	0	1	NA	NA	NA	0.0461	0.0064	0.4105
YJL024C	APS3	30C.rep1	2	2	24533000	34274700	7408240	0.7399	0.4598	0.9075
YJL024C	APS3	30C.rep3	3	2	7418830	4789790	208146.2	0.9655	0.7558	0.9963
YJL024C	APS3	37C.8min	1	1	2197200	779170	248790	0.74	0.1704	0.9868
YJL024C	APS3	46C.4min	1	1	7349600	7034100	5591600	0.5249	0.198	0.848
YJL026W	RNR2	30C.rep1	32	15	437331760	862218330	50576800.6	0.9108	0.8811	0.932
YJL026W	RNR2	30C.rep2	9	6	439592400	427403000	58946010	0.8954	0.8249	0.9402
YJL026W	RNR2	30C.rep3	20	5	151615350	142842890	4810890.5	0.9517	0.8917	0.9788
YJL026W	RNR2	37C.8min	26	10	413135970	190752990	45938252	0.9009	0.8215	0.9478
YJL026W	RNR2	42C.8min	12	8	87449390	64517060	4275366.5	0.9476	0.8807	0.9762
YJL026W	RNR2	46C.2min	13	8	649551900	596309400	40019700	0.9048	0.818	0.9513
YJL026W	RNR2	46C.4min	32	13	1027773360	1160494820	224126807	0.9218	0.8983	0.9412
YJL026W	RNR2	46C.8min	27	12	69614436	241718960	19509356	0.8978	0.8694	0.919
YJL029C	VPS53	30C.rep1	1	1	2195600	2762200	605850	0.7021	0.3195	0.9295
YJL029C	VPS53	30C.rep2	1	1	94444	2349100	56567.9999999999	0.9673	0.8526	0.9943
YJL029C	VPS53	42C.8min	1	1	302140	123700	8929.40000000001	0.8948	0.3302	0.9944
YJL029C	VPS53	46C.2min	1	1	1930000	2286600	197850	0.8415	0.3768	0.9817
YJL029C	VPS53	46C.4min	2	2	13354400	7465500	5636220	0.5893	0.3099	0.8312
YJL030W	MAD2	30C.rep1	1	2	4299900	8732300	1015300	0.7914	0.429	0.9565
YJL030W	MAD2	30C.rep2	1	1	6256900	2524200	3497000	0.3904	0.1186	0.771
YJL030W	MAD2	46C.4min	2	2	9291000	59675100	6898750	0.9433	0.8413	0.9807
YJL031C	BET4	30C.rep1	0	1	NA	NA	NA	0.8326	0.2575	0.9995
YJL031C	BET4	30C.rep3	1	1	3389.3	176100	10144	0.9649	0.7541	0.9971
YJL031C	BET4	42C.8min	1	1	25797000	11946000	3395400	0.6603	0.145	0.9676
YJL033W	HCA4	30C.rep1	9	7	52495870	73271999.9999999	18756840	0.6515	0.5153	0.7723
YJL033W	HCA4	30C.rep2	1	1	3785600	5438800	5245900	0.5261	0.19	0.8377
YJL033W	HCA4	30C.rep3	3	2	2065110	2585720	278033	0.897	0.5987	0.984
YJL033W	HCA4	42C.8min	3	2	2385040	2854510	301488	0.9235	0.7137	0.984
YJL033W	HCA4	46C.2min	4	4	39773700	34009200	12528410	0.6393	0.3662	0.8508
YJL033W	HCA4	46C.4min	11	8	89964069.9999999	40614570	55177290	0.3681	0.2656	0.5004
YJL033W	HCA4	46C.8min	6	4	8959955	2530135	24213348	0.1273	0.0779	0.2045
YJL034W	KAR2	30C.rep1	62	25	775947880	714919980	675166380	0.4262	0.3765	0.4786
YJL034W	KAR2	30C.rep2	33	21	2685902220	1443972890	903257430	0.5072	0.4274	0.5869
YJL034W	KAR2	30C.rep3	33	16	124599270	67272700	29231597.3	0.5303	0.4006	0.6701
YJL034W	KAR2	37C.8min	40	21	1618369890	713739752.300001	384234416	0.4517	0.3404	0.562
YJL034W	KAR2	42C.8min	32	14	341178300	112970771.9	60380397.8	0.3581	0.2584	0.4762
YJL034W	KAR2	46C.2min	30	21	1940564510	786095010	485415480	0.3807	0.2844	0.4882
YJL034W	KAR2	46C.4min	67	25	2519237010	977584180	2108730400	0.267	0.2309	0.3108
YJL034W	KAR2	46C.8min	37	20	123021372	143234677	241449511	0.3254	0.2748	0.3806
YJL036W	SNX4	30C.rep1	2	2	3730800	5795500	951544	0.876	0.6713	0.9604
YJL036W	SNX4	30C.rep3	1	1	531460	182320	29301	0.7386	0.1465	0.9866
YJL036W	SNX4	37C.8min	1	1	4815900	51304000	3338500	0.9652	0.6845	0.9981
YJL036W	SNX4	42C.8min	1	1	6390500	27484000	450620	0.9751	0.7891	0.9979
YJL036W	SNX4	46C.4min	3	3	15342300	6772660	5005040	0.6409	0.3968	0.8325
YJL039C	NUP192	30C.rep1	10	8	59435630	33830300	53901200	0.2799	0.1922	0.3961
YJL039C	NUP192	37C.8min	1	1	823080	168270	319380	0.3053	0.039	0.8678
YJL039C	NUP192	46C.2min	1	1	4298900	1031800	1711800	0.2162	0.0381	0.7235
YJL039C	NUP192	46C.4min	8	8	64755200	8482080	38748510	0.0798	0.0489	0.1274
YJL041W	NSP1	30C.rep1	6	5	13529470	15897000	11472890	0.5234	0.3632	0.6895
YJL041W	NSP1	37C.8min	1	1	358890	274200	210320	0.7011	0.184	0.965
YJL041W	NSP1	42C.8min	1	1	545030	603620	115790	0.7821	0.2538	0.9799
YJL041W	NSP1	46C.2min	2	1	14361400	6113200	5397400	0.3508	0.1097	0.7409
YJL041W	NSP1	46C.4min	8	8	99075600	40433200	80173200	0.301	0.1912	0.4385
YJL041W	NSP1	46C.8min	2	1	241310	241800	809550	0.2501	0.111	0.4736
YJL042W	MHP1	30C.rep1	9	9	29571390	32341750	7771655	0.7877	0.671	0.8728
YJL042W	MHP1	30C.rep2	2	2	66448	324450	87725	0.7864	0.5466	0.9212
YJL042W	MHP1	42C.8min	1	1	1351800	2672400	528880	0.801	0.3077	0.9786
YJL042W	MHP1	46C.2min	4	4	19119300	15333400	3012080	0.7343	0.4617	0.9099
YJL042W	MHP1	46C.4min	6	6	41792772	22992063	19147548	0.6948	0.521	0.8212
YJL042W	MHP1	46C.8min	4	4	310005	1728160	369241	0.795	0.6609	0.8851
YJL044C	GYP6	30C.rep1	3	3	4756950	7514840	2691737	0.7026	0.493	0.8524
YJL044C	GYP6	46C.4min	1	1	4437700	3601200	1907700	0.6135	0.2535	0.8854
YJL050W	MTR4	30C.rep1	22	16	113315921	169892870	33610380	0.8035	0.7368	0.8561
YJL050W	MTR4	30C.rep2	3	3	2951524	7846370	1420358	0.833	0.6465	0.9302
YJL050W	MTR4	30C.rep3	1	1	1717000	3671400	182600	0.949	0.5731	0.9981
YJL050W	MTR4	37C.8min	3	3	17085700	5528080	1739194	0.8048	0.413	0.9641
YJL050W	MTR4	42C.8min	4	2	6607000	12755900	2551890	0.8416	0.6154	0.9505
YJL050W	MTR4	46C.2min	13	7	97175400	69337700	8889470	0.8165	0.6756	0.9035
YJL050W	MTR4	46C.4min	10	10	151700810	134935360	37623330	0.753	0.6294	0.842
YJL050W	MTR4	46C.8min	3	3	2829110	4503210	2526640	0.5626	0.3574	0.7483
YJL052W	TDH1	30C.rep1	25	11	1032967410	1798073600	103699528	0.9322	0.909	0.95
YJL052W	TDH1	30C.rep2	20	11	1537267200	1262156700	194844009	0.8974	0.8542	0.9289
YJL052W	TDH1	30C.rep3	15	7	131683620	112769120	4081317	0.9521	0.8834	0.9816
YJL052W	TDH1	37C.8min	18	7	640744620	336309280	27490006	0.9102	0.8247	0.958
YJL052W	TDH1	42C.8min	18	9	251802630	194747450	15503973	0.8915	0.803	0.9421
YJL052W	TDH1	46C.2min	15	11	1420064575	1260649778	52577259.8	0.9619	0.927	0.9798
YJL052W	TDH1	46C.4min	22	11	1883063628	1756341400	172932609	0.9146	0.8837	0.9389
YJL052W	TDH1	46C.8min	19	9	109548470	294599890	25896263	0.9273	0.902	0.9467
YJL053W	PEP8	30C.rep1	2	2	810750	14225600	6799800	0.6306	0.4049	0.8241
YJL053W	PEP8	30C.rep2	1	1	140030	246080	171780	0.6014	0.2399	0.8888
YJL053W	PEP8	30C.rep3	1	1	6517.9	93810	818090	0.6364	0.2024	0.9314
YJL053W	PEP8	37C.8min	1	1	384470	745910	2139300	0.6164	0.1773	0.9379
YJL053W	PEP8	42C.8min	1	1	43315	6274.1	4733.1	0.3074	0.0403	0.8734
YJL053W	PEP8	46C.2min	3	1	9291869.99999999	6014260	2022580	0.5877	0.2882	0.8636
YJL054W	TIM54	30C.rep1	1	1	5404500	10590000	147560	0.9682	0.843	0.9943
YJL054W	TIM54	30C.rep2	1	1	1078500	73224	535100	0.0712	0.0163	0.3011
YJL054W	TIM54	30C.rep3	1	1	361040	25842	52966	0.0938	0.0088	0.6283
YJL054W	TIM54	37C.8min	1	1	98042	14055	22746	0.2598	0.0307	0.843
YJL054W	TIM54	42C.8min	4	2	8768960	4769831	5884280	0.086	0.0292	0.2349
YJL054W	TIM54	46C.2min	0	1	NA	NA	NA	0.1013	1e-04	0.7618
YJL054W	TIM54	46C.4min	1	1	9431100	495270	11999000	0.0263	0.0064	0.1048
YJL055W	YJL055W	30C.rep1	7	6	50850960	113023600	6083780	0.9085	0.8353	0.951
YJL055W	YJL055W	30C.rep2	5	4	122050000	92545900	5797460	0.9565	0.9052	0.9797
YJL055W	YJL055W	30C.rep3	2	1	980430	2074000	188515	0.8922	0.5395	0.9863
YJL055W	YJL055W	37C.8min	8	3	181570100	98759900	62547120	0.77	0.5599	0.907
YJL055W	YJL055W	42C.8min	15	6	221561300	164763700	100263165	0.8615	0.7517	0.9298
YJL055W	YJL055W	46C.2min	4	5	166690200	153282800	55295292	0.8972	0.7125	0.9686
YJL055W	YJL055W	46C.4min	10	6	83177200	91968900	20827985	0.8689	0.796	0.9187
YJL055W	YJL055W	46C.8min	4	5	2597930	6356160	1214374	0.8527	0.7387	0.9196
YJL057C	IKS1	30C.rep1	1	1	99150	1678900	52299	0.9138	0.6897	0.9811
YJL060W	BNA3	30C.rep1	7	7	20739700	52528100	2035630	0.9166	0.854	0.954
YJL060W	BNA3	30C.rep3	3	2	1302980	1238720	120597.8	0.9478	0.715	0.9933
YJL060W	BNA3	37C.8min	1	1	4663100	1847600	2023200	0.5383	0.0887	0.9471
YJL060W	BNA3	46C.2min	4	2	44949800	45400270	3997066.4	0.9094	0.7469	0.9716
YJL060W	BNA3	46C.4min	5	5	44655700	38692400	8285913	0.8865	0.7891	0.9426
YJL060W	BNA3	46C.8min	1	1	2786400	739450	985720	0.3583	0.1058	0.7607
YJL061W	NUP82	30C.rep1	4	3	19805840	17656420	14072347	0.5447	0.3629	0.7256
YJL061W	NUP82	30C.rep2	1	1	9878800	6919900	8742400	0.4383	0.1307	0.8154
YJL061W	NUP82	37C.8min	1	1	4324900	1348300	301990	0.8004	0.1944	0.9912
YJL061W	NUP82	42C.8min	2	2	4515800	2938430	1561980	0.5068	0.1479	0.8727
YJL061W	NUP82	46C.4min	4	3	26232000	13676810	17660430	0.3412	0.1831	0.5462
YJL062W-A	COA3	42C.8min	1	1	170800	6099900	722470	0.8764	0.5188	0.9846
YJL063C	MRPL8	42C.8min	0	1	NA	NA	NA	0.961	0.0167	0.9991
YJL063C	MRPL8	46C.2min	1	1	5351600	3527700	2294200	0.4667	0.1136	0.8828
YJL066C	MPM1	30C.rep1	2	2	448335	1469070	1570810	0.4567	0.2486	0.7114
YJL066C	MPM1	30C.rep2	3	1	1977850	1133690	1424550	0.4274	0.2196	0.6669
YJL066C	MPM1	30C.rep3	2	2	1784790	610180	276515	0.567	0.1694	0.9253
YJL066C	MPM1	37C.8min	2	2	6869750	2403120	3462860	0.4217	0.1222	0.8451
YJL066C	MPM1	42C.8min	3	2	4940650	2130237	2590442	0.4031	0.1349	0.7575
YJL066C	MPM1	46C.2min	1	1	12145000	6262700	7165099.99999999	0.3545	0.0805	0.819
YJL066C	MPM1	46C.4min	3	3	14257600	13540100	11015700	0.4397	0.2354	0.6649
YJL068C	YJL068C	30C.rep1	10	6	130014530	76391100	6932180	0.8864	0.8165	0.932
YJL068C	YJL068C	30C.rep2	1	1	4793200	4135600	63983000	0.1101	0.0279	0.3496
YJL068C	YJL068C	30C.rep3	4	4	1984690	2322970	376882	0.8775	0.6284	0.9727
YJL068C	YJL068C	37C.8min	5	4	48142000	19191710	4314110	0.7689	0.4604	0.9355
YJL068C	YJL068C	42C.8min	2	2	12988200	4679710	773950	0.6718	0.2034	0.9548
YJL068C	YJL068C	46C.2min	2	1	53739000	54841000	3213530	0.9089	0.6414	0.9836
YJL068C	YJL068C	46C.4min	12	8	75039600	78635590	50244770	0.8435	0.7653	0.899
YJL068C	YJL068C	46C.8min	3	3	2848350	9539100	3155670	0.7434	0.5624	0.8668
YJL069C	UTP18	30C.rep1	1	1	5665700	2889500	2763200	0.3847	0.1118	0.7742
YJL069C	UTP18	46C.4min	1	1	64463	2094600	5600900	0.4361	0.1971	0.7191
YJL070C	YJL070C	30C.rep3	1	1	1003400	2761300	27682000	0.4466	0.079	0.8791
YJL070C	YJL070C	37C.8min	1	1	117110000	42311000	8043500	0.8341	0.2476	0.9925
YJL070C	YJL070C	42C.8min	1	1	375089999.999999	225830000	22031000	0.8608	0.3166	0.9906
YJL071W	ARG2	30C.rep1	3	2	2814970	2736990	1319570	0.55	0.3169	0.767
YJL071W	ARG2	30C.rep2	0	1	NA	NA	NA	0.7908	0.004	0.985
YJL071W	ARG2	46C.2min	0	1	NA	NA	NA	0.0259	0.0031	0.2337
YJL071W	ARG2	46C.4min	2	2	3655900	1823120	1346810	0.533	0.2605	0.7899
YJL073W	JEM1	30C.rep1	1	1	14588000	1237800	488820	0.4502	0.1123	0.8711
YJL073W	JEM1	37C.8min	1	1	7995800	3018100	2325700	0.5921	0.1203	0.957
YJL074C	SMC3	30C.rep1	4	5	17718250	20603290	2473820	0.7692	0.5775	0.8911
YJL074C	SMC3	46C.2min	1	1	4055100	2641500	829230	0.6133	0.1555	0.9397
YJL074C	SMC3	46C.4min	4	4	78741100	85879800	20136100	0.7044	0.5168	0.8425
YJL074C	SMC3	46C.8min	2	2	1457456	2461661	1551071	0.4768	0.2634	0.707
YJL076W	NET1	30C.rep1	3	2	11450230	9621670	9614330	0.3959	0.2195	0.6195
YJL076W	NET1	37C.8min	1	1	463650	338010	284470	0.6692	0.1727	0.9662
YJL076W	NET1	46C.2min	1	1	7768100	4463200	2954600	0.448	0.104	0.8727
YJL076W	NET1	46C.4min	4	4	15912600	13569950	10208500	0.4977	0.3087	0.6926
YJL076W	NET1	46C.8min	3	3	812525	724460	2037040	0.3008	0.1598	0.4902
YJL080C	SCP160	30C.rep1	106	55	1217081224	1603992410	488680687	0.6686	0.6291	0.7061
YJL080C	SCP160	30C.rep2	39	27	720392377	1019201755	353290805	0.78	0.7283	0.8255
YJL080C	SCP160	30C.rep3	25	19	62850570	84927820	17879405	0.8565	0.7561	0.9202
YJL080C	SCP160	37C.8min	35	24	402402699	293131629	108292346.1	0.7889	0.6969	0.8592
YJL080C	SCP160	42C.8min	34	18	152743325	183976354	55714636	0.7786	0.6948	0.8448
YJL080C	SCP160	46C.2min	59	31	2080039398	1186379610	527585256	0.5807	0.5019	0.6571
YJL080C	SCP160	46C.4min	93	47	2638867300	1839823740	1246401150	0.5649	0.5217	0.6079
YJL080C	SCP160	46C.8min	43	28	92950372	80257199	219590620	0.2229	0.1879	0.2636
YJL081C	ARP4	30C.rep1	9	5	53487470	62865980	17252118	0.7092	0.5761	0.8142
YJL081C	ARP4	30C.rep2	0	1	NA	NA	NA	0.519	0.0513	0.9992
YJL081C	ARP4	30C.rep3	2	1	1543040	1133230	42096	0.9604	0.6856	0.9971
YJL081C	ARP4	42C.8min	2	1	30341000	12823800	3511210	0.6975	0.2635	0.9438
YJL081C	ARP4	46C.2min	2	1	5485700	4618700	194892	0.9349	0.7076	0.9878
YJL081C	ARP4	46C.4min	5	4	44563800	31071620	14295570	0.661	0.4727	0.8094
YJL081C	ARP4	46C.8min	1	1	2590200	5399300	2759700	0.6258	0.2836	0.863
YJL082W	IML2	30C.rep1	7	5	56760600	69363600	30345100	0.5931	0.4333	0.7313
YJL082W	IML2	30C.rep3	0	1	NA	NA	NA	0.8637	0.1122	1
YJL082W	IML2	46C.4min	4	3	36124710	7605600	19152900	0.2674	0.1474	0.4459
YJL082W	IML2	46C.8min	1	1	1126900	201830	1960900	0.0894	0.0275	0.2841
YJL085W	EXO70	46C.4min	1	1	1782400	312130	379120	0.3423	0.0937	0.7419
YJL087C	TRL1	30C.rep1	6	6	34144400	40399100	3408090	0.8862	0.7909	0.9414
YJL087C	TRL1	30C.rep2	2	2	579420	985942	246043	0.6408	0.3418	0.8675
YJL087C	TRL1	30C.rep3	2	2	2703757	2462820	323463	0.9154	0.6043	0.9897
YJL087C	TRL1	37C.8min	1	1	2331300	3513600	1948700	0.7926	0.2694	0.9809
YJL087C	TRL1	46C.4min	5	4	49377200	15044700	29703000	0.2005	0.1117	0.3375
YJL087C	TRL1	46C.8min	3	4	537559	917227.9	2849050	0.1599	0.0801	0.2892
YJL088W	ARG3	46C.2min	2	1	39411000	43180000	1793860	0.9307	0.7024	0.988
YJL088W	ARG3	46C.8min	2	2	1914090	4491890	331357	0.9224	0.8131	0.9682
YJL089W	SIP4	46C.4min	1	1	118210000	130990000	11007000	0.9148	0.671	0.9825
YJL089W	SIP4	46C.8min	1	1	6120900	11644000	5210000	0.6522	0.3203	0.8825
YJL092W	SRS2	30C.rep1	0	2	NA	NA	NA	0.4734	0.1919	0.7823
YJL092W	SRS2	46C.4min	2	2	3281000	208891	3454200	0.0443	0.0172	0.1146
YJL094C	KHA1	46C.8min	2	2	528721	812847	1089100	0.2724	0.1267	0.517
YJL096W	MRPL49	30C.rep1	1	1	1838100	5820800	1679200	0.667	0.3073	0.9067
YJL096W	MRPL49	30C.rep3	1	1	3727900	131060	602450	0.0316	0.0032	0.2826
YJL096W	MRPL49	42C.8min	0	1	NA	NA	NA	0.5267	0.0425	0.9998
YJL098W	SAP185	30C.rep1	3	3	2173190	5213920	291870	0.8766	0.7279	0.9498
YJL098W	SAP185	30C.rep3	1	1	211490	311290	26462	0.9158	0.4335	0.996
YJL098W	SAP185	42C.8min	1	2	254680	190840	8050.7	0.9508	0.6129	0.997
YJL098W	SAP185	46C.2min	2	3	1778610	4831400	979500	0.5896	0.2823	0.8767
YJL098W	SAP185	46C.4min	1	1	6653800	3727400	735010	0.8148	0.4537	0.9568
YJL099W	CHS6	30C.rep1	0	1	NA	NA	NA	0.6566	0.2564	0.9166
YJL100W	LSB6	37C.8min	1	1	10413000	7747499.99999999	396210	0.9671	0.597	0.9988
YJL101C	GSH1	30C.rep1	3	4	9553600	7679680	4403710	0.6911	0.4708	0.8549
YJL101C	GSH1	30C.rep2	1	1	19273000	22229000	2963100	0.8835	0.579	0.9799
YJL101C	GSH1	30C.rep3	1	1	411470	711029.999999999	73386	0.9056	0.4024	0.995
YJL101C	GSH1	37C.8min	1	1	2118400	533840	1017200	0.3536	0.0464	0.8979
YJL101C	GSH1	42C.8min	2	2	7806200	4347130	906990	0.7444	0.3076	0.9552
YJL101C	GSH1	46C.2min	1	1	2685900	1699800	117380	0.8604	0.4176	0.9853
YJL101C	GSH1	46C.4min	8	6	55921800	29935000	20740930	0.5774	0.4261	0.7171
YJL101C	GSH1	46C.8min	2	2	1958340	2257850	4610080	0.2945	0.1423	0.5237
YJL104W	PAM16	30C.rep1	5	4	16727683	4362958.3	32271770	0.0951	0.0531	0.1662
YJL104W	PAM16	30C.rep2	2	1	6981500	515340	3015200	0.0807	0.0269	0.2243
YJL104W	PAM16	42C.8min	0	1	NA	NA	NA	0.3096	1e-04	0.9659
YJL104W	PAM16	46C.2min	0	1	NA	NA	NA	0.2276	1e-04	0.8656
YJL104W	PAM16	46C.4min	1	3	4463400	457570	8395300	0.0413	0.0107	0.1472
YJL105W	SET4	37C.8min	0	1	NA	NA	NA	0.9075	9e-04	0.9989
YJL109C	UTP10	30C.rep1	29	17	234378440	163367950	164339940	0.4042	0.3315	0.4861
YJL109C	UTP10	30C.rep2	1	1	9389700	10221000	13380000	0.4413	0.1516	0.7939
YJL109C	UTP10	30C.rep3	1	1	184740	233420	58176	0.8143	0.2491	0.9891
YJL109C	UTP10	37C.8min	1	1	934819.999999999	338910	325180	0.5342	0.0911	0.9543
YJL109C	UTP10	42C.8min	4	3	12869570	11813600	2868020	0.551	0.2714	0.8239
YJL109C	UTP10	46C.2min	3	3	107438000	22234100	13746220	0.3958	0.1372	0.7746
YJL109C	UTP10	46C.4min	20	14	333291700	74255940	278038900	0.1416	0.1044	0.191
YJL109C	UTP10	46C.8min	5	7	7265990	1859344	19333930	0.0992	0.0551	0.1681
YJL110C	GZF3	30C.rep1	1	1	2217100	4227800	1201700	0.6651	0.2996	0.9114
YJL111W	CCT7	30C.rep1	39	25	411004078	627718100	98198800	0.8134	0.7658	0.8525
